ENGINE_NAME,PMDE vNext
VERSION,V_NEXT
RUN_TIMESTAMP,20260511_185852
INPUT_FILE,D:/Tools/StockCodeMaster/01_NASDAQ_Sector_Energy.csv
FILE_SYMBOL_COUNT,53
HARDCODED_SYMBOL_COUNT,0
FALLBACK_SYMBOL_COUNT,0
INPUT_WARNINGS,
FORCE_L2_ASSESSMENT,True
MACD_FAST,8
MACD_SLOW,12
MACD_SIGNAL,5
USE_LIVE_PRICE_FOR_DAILY,True
LIVE_PRICE_INTERVAL,1m
LIVE_PRICE_PERIOD,1d
LIVE_PRICE_PREPOST,False
DATA_PERIOD_1D,5y
DATA_PERIOD_4H,60d
DATA_PERIOD_1H,30d
ACTIVE_GENERIC_FACTS,EMA200|PRICE_CONTEXT|SESSION_CONTEXT

TOTAL_SYMBOLS,53
SUCCESS_COUNT,53
FAILED,0
EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,22,41.51%
PRE_BEAR_CROSSOVER,1,1.89%
BULL_STRUCTURE_SECURED,10,18.87%
INSUFFICIENT_HISTORY_FOR_BASELINE,4,7.55%
BULL_STRUCTURE_PULLBACK_RISK,7,13.21%
BEAR_CROSSOVER_CONFIRMED,5,9.43%
INSUFFICIENT_TECHNICAL_DATA,1,1.89%
PRE_BULL_CROSSOVER,1,1.89%
STATUS_QUO_NO_CROSSOVER,2,3.77%
RUN_MODE,ADHOC_LIVE_VALIDATION

Symbol,Zone,L1_State,L1_Reason,L2_Hypothesis,Capital_Action,L2_MACD,L2_Confidence,L2_Indicators_Used,L3_Substantiation,PMDE_Explanation,Final_State,Momentum_State,Participation_State,Trend_Strength_State,Exhaustion_State,Volatility_State,Session_State,Session_Change_Pct,Opening_Gap_Pct,Intraday_Change_Pct,Gap_State,EMA200,EMA200_Status,EMA200_Data_Points,EMA200_Reason,Latest_Price,EMA200_D_Pct,EMA200_Slope_Pct,EMA200_Slope_State,MACD_1H,SIGNAL_1H,HISTOGRAM_1H,MACD_4H,SIGNAL_4H,HISTOGRAM_4H,MACD_1D,SIGNAL_1D,HISTOGRAM_1D,PPO_1D,PPO_SIGNAL_1D,PPO_HISTOGRAM_1D,PPO_STATE_1D,RSI_1D,RSI_STATE_1D,ADX_1D,DI_PLUS_1D,DI_MINUS_1D,ADX_DIRECTION_1D,ADX_STRENGTH_1D,OBV_1D,OBV_STATE_1D,CMF_1D,CMF_STATE_1D,ATRP_1D,ATRP_RISK_1D,High_52W,Low_52W,Distance_From_52W_High_Pct,Distance_From_52W_Low_Pct,Price_Context_State
METC,BEAR_ZONE,FORCED_L2_REVIEW,Full L2 assessment forced by settings; L1 baseline stability not evaluated,BULL_STRUCTURE_SECURED,HOLD_WITH_RISK_CONTROL,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"METC: L1=FORCED_L2_REVIEW; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; OBV accumulation; EMA200 structure weak; high volatility risk. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-13.6586%, slope=FALLING. Extended support: PPO=BULLISH, RSI=55.8859, ADX=13.8329 BULLISH/WEAK, OBV=ACCUMULATION, CMF=NEUTRAL, ATRP=6.2171% HIGH, 52W=MID_RANGE, Session=NORMAL 4.3214%.","METC: L1=FORCED_L2_REVIEW; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; OBV accumulation; EMA200 structure weak; high volatility risk. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-13.6586%, slope=FALLING. Extended support: PPO=BULLISH, RSI=55.8859, ADX=13.8329 BULLISH/WEAK, OBV=ACCUMULATION, CMF=NEUTRAL, ATRP=6.2171% HIGH, 52W=MID_RANGE, Session=NORMAL 4.3214%.",BULL_STRUCTURE_SECURED,BULLISH,OBV=ACCUMULATION;CMF=NEUTRAL,BULLISH_WEAK,NEUTRAL,HIGH,NORMAL,4.3214,0.0,4.3214,NO_GAP,17.8941,VALID,1256,,15.45,-13.6586,-4.0039,FALLING,0.0736,0.046,0.0275,0.0724,0.0643,0.0081,0.1203,0.1026,0.0176,0.8099,0.6957,0.1142,BULLISH,55.8859,NEUTRAL,13.8329,24.4049,15.057,BULLISH,WEAK,21285686.0,ACCUMULATION,-0.0088,NEUTRAL,6.2171,HIGH,57.8,8.21,-73.2699,88.1851,MID_RANGE
METCB,BEAR_ZONE,FORCED_L2_REVIEW,Full L2 assessment forced by settings; L1 baseline stability not evaluated,STATUS_QUO_NO_CROSSOVER,STATUS_QUO,BEARISH,MEDIUM,EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"METCB: L1=FORCED_L2_REVIEW; L2=STATUS_QUO_NO_CROSSOVER (MEDIUM); Capital_Action=STATUS_QUO. Mixed timeframe signals are present. Support profile: PPO bullish; OBV accumulation; CMF distribution; EMA200 structure weak; high volatility risk. MACD states: 1D=BULLISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-9.0105%, slope=FALLING. Extended support: PPO=BULLISH, RSI=53.3195, ADX=12.7657 BULLISH/WEAK, OBV=ACCUMULATION, CMF=DISTRIBUTION, ATRP=6.3349% HIGH, 52W=MID_RANGE, Session=NORMAL 2.0893%.","METCB: L1=FORCED_L2_REVIEW; L2=STATUS_QUO_NO_CROSSOVER (MEDIUM); Capital_Action=STATUS_QUO. Mixed timeframe signals are present. Support profile: PPO bullish; OBV accumulation; CMF distribution; EMA200 structure weak; high volatility risk. MACD states: 1D=BULLISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-9.0105%, slope=FALLING. Extended support: PPO=BULLISH, RSI=53.3195, ADX=12.7657 BULLISH/WEAK, OBV=ACCUMULATION, CMF=DISTRIBUTION, ATRP=6.3349% HIGH, 52W=MID_RANGE, Session=NORMAL 2.0893%.",STATUS_QUO_NO_CROSSOVER,BULLISH,OBV=ACCUMULATION;CMF=DISTRIBUTION,BULLISH_WEAK,NEUTRAL,HIGH,NORMAL,2.0893,2.1368,-0.0465,NO_GAP,11.8146,VALID,727,,10.75,-9.0105,-2.545,FALLING,-0.0041,-0.026,0.0219,0.0485,0.0593,-0.0108,0.0487,0.0221,0.0266,0.4648,0.2101,0.2547,BULLISH,53.3195,NEUTRAL,12.7657,15.5536,14.1968,BULLISH,WEAK,1889021.0,ACCUMULATION,-0.1472,DISTRIBUTION,6.3349,HIGH,21.8478,6.9688,-50.796,54.259,MID_RANGE
METCZ,BULL_ZONE,FORCED_L2_REVIEW,Full L2 assessment forced by settings; L1 baseline stability not evaluated,STATUS_QUO_NO_CROSSOVER,STATUS_QUO,BEARISH,MEDIUM,EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"METCZ: L1=FORCED_L2_REVIEW; L2=STATUS_QUO_NO_CROSSOVER (MEDIUM); Capital_Action=STATUS_QUO. Mixed timeframe signals are present. Support profile: PPO bullish; ADX confirms bearish trend; OBV accumulation; CMF accumulation; EMA200 structure weak; price near 52-week high. MACD states: 1D=BULLISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=0.4966%, slope=FALLING. Extended support: PPO=BULLISH, RSI=58.7157, ADX=25.3279 BEARISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=0.5442% LOW, 52W=NEAR_HIGH, Session=NORMAL 0.6746%.","METCZ: L1=FORCED_L2_REVIEW; L2=STATUS_QUO_NO_CROSSOVER (MEDIUM); Capital_Action=STATUS_QUO. Mixed timeframe signals are present. Support profile: PPO bullish; ADX confirms bearish trend; OBV accumulation; CMF accumulation; EMA200 structure weak; price near 52-week high. MACD states: 1D=BULLISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=0.4966%, slope=FALLING. Extended support: PPO=BULLISH, RSI=58.7157, ADX=25.3279 BEARISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=0.5442% LOW, 52W=NEAR_HIGH, Session=NORMAL 0.6746%.",STATUS_QUO_NO_CROSSOVER,BULLISH,OBV=ACCUMULATION;CMF=ACCUMULATION,BEARISH_STRONG,NEUTRAL,LOW,NORMAL,0.6746,0.5952,0.0789,NO_GAP,25.2446,VALID,359,,25.37,0.4966,-0.0537,FALLING,0.0145,0.0123,0.0021,0.0238,0.0239,-0.0001,0.0253,0.0183,0.007,0.1003,0.0725,0.0277,BULLISH,58.7157,NEUTRAL,25.3279,16.8893,23.1832,BEARISH,STRONG,448407.0,ACCUMULATION,0.6057,ACCUMULATION,0.5442,LOW,26.0,23.53,-2.4231,7.8198,NEAR_HIGH
MGEE,BEAR_ZONE,FORCED_L2_REVIEW,Full L2 assessment forced by settings; L1 baseline stability not evaluated,EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,WAIT_FOR_1D_CONFIRMATION,BEARISH,MEDIUM,EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"MGEE: L1=FORCED_L2_REVIEW; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Recovery is visible below the daily timeframe, but the support profile is not strong enough for an accumulation watch. Support profile: PPO bearish; RSI weak; OBV distribution; CMF distribution; EMA200 structure weak; price near 52-week low. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-8.5145%, slope=FALLING. Extended support: PPO=BEARISH, RSI=33.3801, ADX=17.8196 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=2.694% LOW, 52W=NEAR_LOW, Session=NORMAL 0.1086%.","MGEE: L1=FORCED_L2_REVIEW; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Recovery is visible below the daily timeframe, but the support profile is not strong enough for an accumulation watch. Support profile: PPO bearish; RSI weak; OBV distribution; CMF distribution; EMA200 structure weak; price near 52-week low. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-8.5145%, slope=FALLING. Extended support: PPO=BEARISH, RSI=33.3801, ADX=17.8196 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=2.694% LOW, 52W=NEAR_LOW, Session=NORMAL 0.1086%.",EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,BEARISH,OBV=DISTRIBUTION;CMF=DISTRIBUTION,BEARISH_WEAK,BEARISH,LOW,NORMAL,0.1086,0.2987,-0.1895,NO_GAP,80.592,VALID,1256,,73.73,-8.5145,-0.5252,FALLING,-0.2936,-0.3899,0.0963,-0.9576,-0.78,-0.1775,-0.7255,-0.3153,-0.4101,-0.9341,-0.4064,-0.5277,BEARISH,33.3801,BEARISH,17.8196,15.211,31.5332,BEARISH,WEAK,-4004805.0,DISTRIBUTION,-0.2794,DISTRIBUTION,2.694,LOW,91.9488,72.17,-19.8141,2.1616,NEAR_LOW
MMLP,BEAR_ZONE,FORCED_L2_REVIEW,Full L2 assessment forced by settings; L1 baseline stability not evaluated,BULL_STRUCTURE_PULLBACK_RISK,HOLD_WITH_RISK_CONTROL,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"MMLP: L1=FORCED_L2_REVIEW; L2=BULL_STRUCTURE_PULLBACK_RISK (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bullish; OBV accumulation; CMF distribution; EMA200 structure weak; high volatility risk. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BEARISH; EMA200 zone=BEAR_ZONE, distance=-12.0142%, slope=FALLING. Extended support: PPO=BULLISH, RSI=43.8704, ADX=14.1784 BULLISH/WEAK, OBV=ACCUMULATION, CMF=DISTRIBUTION, ATRP=7.1767% HIGH, 52W=MID_RANGE, Session=NORMAL -5.0%.","MMLP: L1=FORCED_L2_REVIEW; L2=BULL_STRUCTURE_PULLBACK_RISK (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bullish; OBV accumulation; CMF distribution; EMA200 structure weak; high volatility risk. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BEARISH; EMA200 zone=BEAR_ZONE, distance=-12.0142%, slope=FALLING. Extended support: PPO=BULLISH, RSI=43.8704, ADX=14.1784 BULLISH/WEAK, OBV=ACCUMULATION, CMF=DISTRIBUTION, ATRP=7.1767% HIGH, 52W=MID_RANGE, Session=NORMAL -5.0%.",BULL_STRUCTURE_PULLBACK_RISK,BULLISH,OBV=ACCUMULATION;CMF=DISTRIBUTION,BULLISH_WEAK,NEUTRAL,HIGH,NORMAL,-5.0,-0.9615,-4.0777,NO_GAP,2.8073,VALID,1256,,2.47,-12.0142,-1.7303,FALLING,0.0012,0.0077,-0.0065,0.0026,0.0018,0.0008,-0.0167,-0.0215,0.0048,-0.6612,-0.8467,0.1855,BULLISH,43.8704,NEUTRAL,14.1784,23.8512,16.253,BULLISH,WEAK,13186036.0,ACCUMULATION,-0.1974,DISTRIBUTION,7.1767,HIGH,3.52,2.2017,-29.8302,12.1858,MID_RANGE
NCSM,BEAR_ZONE,FORCED_L2_REVIEW,Full L2 assessment forced by settings; L1 baseline stability not evaluated,EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,WAIT_FOR_1D_CONFIRMATION,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"NCSM: L1=FORCED_L2_REVIEW; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Recovery is visible below the daily timeframe, but the support profile is not strong enough for an accumulation watch. Support profile: PPO bearish; RSI weak; ADX confirms bearish trend; OBV distribution; CMF distribution; EMA200 structure weak; high volatility risk. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-10.8778%, slope=RISING. Extended support: PPO=BEARISH, RSI=30.7292, ADX=33.9249 BEARISH/STRONG, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=13.3742% HIGH, 52W=MID_RANGE, Session=NORMAL 3.9148%.","NCSM: L1=FORCED_L2_REVIEW; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Recovery is visible below the daily timeframe, but the support profile is not strong enough for an accumulation watch. Support profile: PPO bearish; RSI weak; ADX confirms bearish trend; OBV distribution; CMF distribution; EMA200 structure weak; high volatility risk. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-10.8778%, slope=RISING. Extended support: PPO=BEARISH, RSI=30.7292, ADX=33.9249 BEARISH/STRONG, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=13.3742% HIGH, 52W=MID_RANGE, Session=NORMAL 3.9148%.",EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,BEARISH,OBV=DISTRIBUTION;CMF=DISTRIBUTION,BEARISH_STRONG,BEARISH,HIGH,NORMAL,3.9148,0.0991,3.8119,NO_GAP,47.059,VALID,1256,,41.94,-10.8778,7.7412,RISING,0.1583,0.0769,0.0815,-2.2978,-2.9419,0.6441,-4.456,-4.1125,-0.3435,-8.6965,-7.622,-1.0745,BEARISH,30.7292,BEARISH,33.9249,17.0829,36.3511,BEARISH,STRONG,125078.0,DISTRIBUTION,-0.2009,DISTRIBUTION,13.3742,HIGH,87.355,28.64,-51.989,46.4385,MID_RANGE
NESR,BULL_ZONE,FORCED_L2_REVIEW,Full L2 assessment forced by settings; L1 baseline stability not evaluated,EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,WAIT_FOR_1D_CONFIRMATION,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"NESR: L1=FORCED_L2_REVIEW; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Recovery is visible below the daily timeframe, but the support profile is not strong enough for an accumulation watch. Support profile: PPO bearish; OBV accumulation; EMA200 structure supportive; high volatility risk; price already extended upward today. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=45.8872%, slope=RISING. Extended support: PPO=BEARISH, RSI=59.5227, ADX=23.9318 BULLISH/WEAK, OBV=ACCUMULATION, CMF=NEUTRAL, ATRP=5.0519% HIGH, 52W=MID_RANGE, Session=EXTENDED_UP 9.8268%.","NESR: L1=FORCED_L2_REVIEW; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Recovery is visible below the daily timeframe, but the support profile is not strong enough for an accumulation watch. Support profile: PPO bearish; OBV accumulation; EMA200 structure supportive; high volatility risk; price already extended upward today. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=45.8872%, slope=RISING. Extended support: PPO=BEARISH, RSI=59.5227, ADX=23.9318 BULLISH/WEAK, OBV=ACCUMULATION, CMF=NEUTRAL, ATRP=5.0519% HIGH, 52W=MID_RANGE, Session=EXTENDED_UP 9.8268%.",EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,BEARISH,OBV=ACCUMULATION;CMF=NEUTRAL,BULLISH_WEAK,NEUTRAL,HIGH,EXTENDED_UP,9.8268,0.9957,8.7441,NO_GAP,17.3901,VALID,462,,25.37,45.8872,9.3924,RISING,0.2375,0.1379,0.0996,0.0368,-0.0428,0.0796,0.0715,0.0826,-0.0111,0.2952,0.3416,-0.0464,BEARISH,59.5227,NEUTRAL,23.9318,28.6401,13.3697,BULLISH,WEAK,46021242.0,ACCUMULATION,0.0377,NEUTRAL,5.0519,HIGH,26.85,5.47,-5.5121,363.8026,MID_RANGE
NUAI,BULL_ZONE,FORCED_L2_REVIEW,Full L2 assessment forced by settings; L1 baseline stability not evaluated,BULL_STRUCTURE_PULLBACK_RISK,HOLD_WITH_RISK_CONTROL,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"NUAI: L1=FORCED_L2_REVIEW; L2=BULL_STRUCTURE_PULLBACK_RISK (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bullish; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=21.5995%, slope=RISING. Extended support: PPO=BULLISH, RSI=59.102, ADX=15.8629 BULLISH/WEAK, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=9.9826% HIGH, 52W=MID_RANGE, Session=NORMAL -0.3006%.","NUAI: L1=FORCED_L2_REVIEW; L2=BULL_STRUCTURE_PULLBACK_RISK (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bullish; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=21.5995%, slope=RISING. Extended support: PPO=BULLISH, RSI=59.102, ADX=15.8629 BULLISH/WEAK, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=9.9826% HIGH, 52W=MID_RANGE, Session=NORMAL -0.3006%.",BULL_STRUCTURE_PULLBACK_RISK,BULLISH,OBV=ACCUMULATION;CMF=ACCUMULATION,BULLISH_WEAK,NEUTRAL,HIGH,NORMAL,-0.3006,-0.7014,0.4036,NO_GAP,4.0913,VALID,1089,,4.975,21.5995,1.8206,RISING,0.024,0.0376,-0.0136,0.1293,0.1228,0.0065,0.1009,0.0508,0.0501,2.2241,1.1148,1.1092,BULLISH,59.102,NEUTRAL,15.8629,30.2906,11.8997,BULLISH,WEAK,1310826674.0,ACCUMULATION,0.1038,ACCUMULATION,9.9826,HIGH,9.445,0.321,-47.3266,1449.8442,MID_RANGE
NUAIW,INSUFFICIENT_HISTORY,FORCED_L2_REVIEW,Full L2 assessment forced by settings; L1 baseline stability not evaluated,INSUFFICIENT_HISTORY_FOR_BASELINE,REVIEW_MANUALLY,BULLISH,LOW,EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"NUAIW: L1=FORCED_L2_REVIEW; L2=INSUFFICIENT_HISTORY_FOR_BASELINE (LOW); Capital_Action=REVIEW_MANUALLY. EMA200 requires at least 200 daily closes; 46 available. L2 tactical classification is withheld because the EMA200 baseline is not valid. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF distribution; EMA200 requires at least 200 daily closes; 46 available; price already extended upward today; opened with a bullish gap. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BEARISH; EMA200 unavailable: EMA200 requires at least 200 daily closes; 46 available. Extended support: PPO=BULLISH, RSI=98.439, ADX=38.8525 BULLISH/STRONG, OBV=ACCUMULATION, CMF=DISTRIBUTION, ATRP=1.9631% LOW, 52W=MID_RANGE, Session=EXTENDED_UP 14.4444%, Gap=GAP_UP 16.6667%.","NUAIW: L1=FORCED_L2_REVIEW; L2=INSUFFICIENT_HISTORY_FOR_BASELINE (LOW); Capital_Action=REVIEW_MANUALLY. EMA200 requires at least 200 daily closes; 46 available. L2 tactical classification is withheld because the EMA200 baseline is not valid. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF distribution; EMA200 requires at least 200 daily closes; 46 available; price already extended upward today; opened with a bullish gap. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BEARISH; EMA200 unavailable: EMA200 requires at least 200 daily closes; 46 available. Extended support: PPO=BULLISH, RSI=98.439, ADX=38.8525 BULLISH/STRONG, OBV=ACCUMULATION, CMF=DISTRIBUTION, ATRP=1.9631% LOW, 52W=MID_RANGE, Session=EXTENDED_UP 14.4444%, Gap=GAP_UP 16.6667%.",INSUFFICIENT_HISTORY_FOR_BASELINE,BULLISH,OBV=ACCUMULATION;CMF=DISTRIBUTION,BULLISH_STRONG,BULLISH,LOW,EXTENDED_UP,14.4444,16.6667,-1.9048,GAP_UP,,INSUFFICIENT_HISTORY,46,EMA200 requires at least 200 daily closes; 46 available,2.06,,,INSUFFICIENT_HISTORY,0.0135,0.0211,-0.0076,0.0526,0.0427,0.0099,0.0178,0.006,0.0118,0.9696,0.3274,0.6422,BULLISH,98.439,BULLISH,38.8525,99.0186,0.9814,BULLISH,STRONG,47538.0,ACCUMULATION,-0.6571,DISTRIBUTION,1.9631,LOW,2.35,1.66,-12.3404,24.0964,MID_RANGE
NWGL,BEAR_ZONE,FORCED_L2_REVIEW,Full L2 assessment forced by settings; L1 baseline stability not evaluated,BEAR_CROSSOVER_CONFIRMED,PROTECT_CAPITAL,BEARISH,MEDIUM,EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"NWGL: L1=FORCED_L2_REVIEW; L2=BEAR_CROSSOVER_CONFIRMED (MEDIUM); Capital_Action=PROTECT_CAPITAL. Bearish crossover pressure is confirmed on the higher timeframes. Support profile: PPO bearish; OBV accumulation; EMA200 structure weak; high volatility risk. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BEAR_ZONE, distance=-27.8057%, slope=FALLING. Extended support: PPO=BEARISH, RSI=44.4207, ADX=21.4079 BEARISH/WEAK, OBV=ACCUMULATION, CMF=NEUTRAL, ATRP=12.9996% HIGH, 52W=MID_RANGE, Session=NORMAL -1.0879%.","NWGL: L1=FORCED_L2_REVIEW; L2=BEAR_CROSSOVER_CONFIRMED (MEDIUM); Capital_Action=PROTECT_CAPITAL. Bearish crossover pressure is confirmed on the higher timeframes. Support profile: PPO bearish; OBV accumulation; EMA200 structure weak; high volatility risk. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BEAR_ZONE, distance=-27.8057%, slope=FALLING. Extended support: PPO=BEARISH, RSI=44.4207, ADX=21.4079 BEARISH/WEAK, OBV=ACCUMULATION, CMF=NEUTRAL, ATRP=12.9996% HIGH, 52W=MID_RANGE, Session=NORMAL -1.0879%.",BEAR_CROSSOVER_CONFIRMED,BEARISH,OBV=ACCUMULATION;CMF=NEUTRAL,BEARISH_WEAK,NEUTRAL,HIGH,NORMAL,-1.0879,0.0769,-1.1639,NO_GAP,1.2468,VALID,668,,0.9001,-27.8057,-5.1027,FALLING,-0.0046,-0.0043,-0.0003,-0.0066,-0.0053,-0.0013,-0.0052,-0.0022,-0.003,-0.5607,-0.2408,-0.3199,BEARISH,44.4207,NEUTRAL,21.4079,8.79,21.5424,BEARISH,WEAK,8793912.0,ACCUMULATION,0.0408,NEUTRAL,12.9996,HIGH,6.61,0.613,-86.3828,46.8352,MID_RANGE
