PRSO,BULL_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,BULL_STRUCTURE_SECURED,HOLD_WITH_RISK_CONTROL,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"PRSO: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; OBV accumulation; CMF accumulation; EMA200 structure weak; high volatility risk. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=27.9697%, slope=FALLING. Extended support: PPO=BULLISH, RSI=71.7257, ADX=15.654 BULLISH/WEAK, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=7.3259% HIGH, 52W=MID_RANGE.",BULL_STRUCTURE_SECURED,BULLISH,OBV=ACCUMULATION;CMF=ACCUMULATION,BULLISH_WEAK,BULLISH,HIGH,1.1018,1.41,27.9697,-1.9663,FALLING,0.0442,0.0203,0.0238,0.0312,0.0102,0.021,0.0275,0.0067,0.0208,2.6356,0.6282,2.0074,BULLISH,71.7257,BULLISH,15.654,49.2738,12.8099,BULLISH,WEAK,635497607.0,ACCUMULATION,0.2008,ACCUMULATION,7.3259,HIGH,2.37,0.77,-40.5063,83.1169,MID_RANGE,"PRSO: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; OBV accumulation; CMF accumulation; EMA200 structure weak; high volatility risk. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=27.9697%, slope=FALLING. Extended support: PPO=BULLISH, RSI=71.7257, ADX=15.654 BULLISH/WEAK, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=7.3259% HIGH, 52W=MID_RANGE."
Q,BULL_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,BULL_STRUCTURE_SECURED,HOLD_OR_GROW,BULLISH,HIGH,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"Q: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_SECURED (HIGH); Capital_Action=HOLD_OR_GROW. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; price near 52-week high. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=42.4601%, slope=RISING. Extended support: PPO=BULLISH, RSI=67.7143, ADX=30.313 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=3.9743% MEDIUM, 52W=NEAR_HIGH.",BULL_STRUCTURE_SECURED,BULLISH,OBV=ACCUMULATION;CMF=ACCUMULATION,BULLISH_STRONG,BULLISH,MEDIUM,108.0197,153.885,42.4601,7.2899,RISING,0.8897,0.4525,0.4372,1.1583,0.914,0.2442,2.0699,1.8694,0.2005,1.4331,1.3145,0.1186,BULLISH,67.7143,BULLISH,30.313,29.6191,11.543,BULLISH,STRONG,53059059.0,ACCUMULATION,0.1179,ACCUMULATION,3.9743,MEDIUM,154.8999,70.4015,-0.6552,118.5821,NEAR_HIGH,"Q: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_SECURED (HIGH); Capital_Action=HOLD_OR_GROW. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; price near 52-week high. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=42.4601%, slope=RISING. Extended support: PPO=BULLISH, RSI=67.7143, ADX=30.313 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=3.9743% MEDIUM, 52W=NEAR_HIGH."
QCOM,BULL_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,BULL_STRUCTURE_SECURED,HOLD_WITH_RISK_CONTROL,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"QCOM: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk; price near 52-week high. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=54.4088%, slope=RISING. Extended support: PPO=BULLISH, RSI=88.3804, ADX=47.7807 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=5.5479% HIGH, 52W=NEAR_HIGH.",BULL_STRUCTURE_SECURED,BULLISH,OBV=ACCUMULATION;CMF=ACCUMULATION,BULLISH_STRONG,BULLISH,HIGH,153.6311,237.22,54.4088,1.5234,RISING,4.4286,3.8452,0.5834,9.0188,7.6757,1.3431,11.632,9.0404,2.5916,6.2137,5.123,1.0907,BULLISH,88.3804,BULLISH,47.7807,51.9064,4.9012,BULLISH,STRONG,564162813.0,ACCUMULATION,0.103,ACCUMULATION,5.5479,HIGH,247.898,121.99,-4.3074,94.4586,NEAR_HIGH,"QCOM: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk; price near 52-week high. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=54.4088%, slope=RISING. Extended support: PPO=BULLISH, RSI=88.3804, ADX=47.7807 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=5.5479% HIGH, 52W=NEAR_HIGH."
SHLS,BULL_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,BULL_STRUCTURE_SECURED,HOLD_WITH_RISK_CONTROL,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"SHLS: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; OBV distribution; EMA200 structure supportive; high volatility risk. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=24.9211%, slope=RISING. Extended support: PPO=BULLISH, RSI=69.5752, ADX=20.15 BULLISH/WEAK, OBV=DISTRIBUTION, CMF=NEUTRAL, ATRP=6.6376% HIGH, 52W=MID_RANGE.",BULL_STRUCTURE_SECURED,BULLISH,OBV=DISTRIBUTION;CMF=NEUTRAL,BULLISH_WEAK,BULLISH,HIGH,7.5608,9.445,24.9211,0.7159,RISING,0.1658,0.1197,0.0461,0.1586,0.0996,0.059,0.2271,0.1741,0.0531,2.7646,2.178,0.5866,BULLISH,69.5752,BULLISH,20.15,31.328,11.701,BULLISH,WEAK,-69420435.0,DISTRIBUTION,-0.0028,NEUTRAL,6.6376,HIGH,11.36,3.81,-16.8574,147.9003,MID_RANGE,"SHLS: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; OBV distribution; EMA200 structure supportive; high volatility risk. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=24.9211%, slope=RISING. Extended support: PPO=BULLISH, RSI=69.5752, ADX=20.15 BULLISH/WEAK, OBV=DISTRIBUTION, CMF=NEUTRAL, ATRP=6.6376% HIGH, 52W=MID_RANGE."
SIMO,BULL_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,BULL_STRUCTURE_PULLBACK_RISK,HOLD_WITH_RISK_CONTROL,BEARISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"SIMO: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_PULLBACK_RISK (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bearish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk; price near 52-week high. MACD states: 1D=BULLISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=129.9274%, slope=RISING. Extended support: PPO=BEARISH, RSI=87.4615, ADX=54.6573 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=5.9153% HIGH, 52W=NEAR_HIGH.",BULL_STRUCTURE_PULLBACK_RISK,BULLISH,OBV=ACCUMULATION;CMF=ACCUMULATION,BULLISH_STRONG,BULLISH,HIGH,115.6887,266.0,129.9274,15.957,RISING,2.8094,2.0254,0.7839,8.2806,8.5132,-0.2326,15.122,14.3527,0.7694,6.8423,6.9586,-0.1162,BEARISH,87.4615,BULLISH,54.6573,44.0676,3.3938,BULLISH,STRONG,49013324.0,ACCUMULATION,0.4342,ACCUMULATION,5.9153,HIGH,270.77,51.1605,-1.7616,419.9328,NEAR_HIGH,"SIMO: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_PULLBACK_RISK (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bearish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk; price near 52-week high. MACD states: 1D=BULLISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=129.9274%, slope=RISING. Extended support: PPO=BEARISH, RSI=87.4615, ADX=54.6573 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=5.9153% HIGH, 52W=NEAR_HIGH."
SPWR,BEAR_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,BULL_STRUCTURE_SECURED,HOLD_WITH_RISK_CONTROL,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"SPWR: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; OBV accumulation; CMF distribution; EMA200 structure weak; high volatility risk. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-23.9138%, slope=FALLING. Extended support: PPO=BULLISH, RSI=53.821, ADX=21.6731 BULLISH/WEAK, OBV=ACCUMULATION, CMF=DISTRIBUTION, ATRP=8.1721% HIGH, 52W=MID_RANGE.",BULL_STRUCTURE_SECURED,BULLISH,OBV=ACCUMULATION;CMF=DISTRIBUTION,BULLISH_WEAK,NEUTRAL,HIGH,1.472,1.12,-23.9138,-6.1001,FALLING,0.0138,0.0112,0.0025,0.0192,0.0147,0.0045,0.0065,-0.0067,0.0132,0.6322,-0.6721,1.3044,BULLISH,53.821,NEUTRAL,21.6731,29.0302,17.6896,BULLISH,WEAK,156908591.0,ACCUMULATION,-0.0592,DISTRIBUTION,8.1721,HIGH,2.27,0.81,-50.6608,38.2716,MID_RANGE,"SPWR: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; OBV accumulation; CMF distribution; EMA200 structure weak; high volatility risk. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-23.9138%, slope=FALLING. Extended support: PPO=BULLISH, RSI=53.821, ADX=21.6731 BULLISH/WEAK, OBV=ACCUMULATION, CMF=DISTRIBUTION, ATRP=8.1721% HIGH, 52W=MID_RANGE."
SQNS,BEAR_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,BULL_STRUCTURE_SECURED,HOLD_WITH_RISK_CONTROL,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"SQNS: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bearish; RSI constructive; ADX confirms bullish trend; OBV distribution; CMF accumulation; EMA200 structure weak; high volatility risk. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-48.6453%, slope=FALLING. Extended support: PPO=BEARISH, RSI=69.6764, ADX=27.2814 BULLISH/STRONG, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=7.3893% HIGH, 52W=MID_RANGE.",BULL_STRUCTURE_SECURED,BULLISH,OBV=DISTRIBUTION;CMF=ACCUMULATION,BULLISH_STRONG,BULLISH,HIGH,7.3489,3.774,-48.6453,-11.1899,FALLING,0.0525,0.0233,0.0292,0.0322,0.0202,0.0119,0.0871,0.0854,0.0018,2.5783,2.5969,-0.0186,BEARISH,69.6764,BULLISH,27.2814,35.7977,16.3537,BULLISH,STRONG,320829.0,DISTRIBUTION,0.105,ACCUMULATION,7.3893,HIGH,58.3,2.38,-93.5266,58.5714,MID_RANGE,"SQNS: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bearish; RSI constructive; ADX confirms bullish trend; OBV distribution; CMF accumulation; EMA200 structure weak; high volatility risk. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-48.6453%, slope=FALLING. Extended support: PPO=BEARISH, RSI=69.6764, ADX=27.2814 BULLISH/STRONG, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=7.3893% HIGH, 52W=MID_RANGE."
TSEM,BULL_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,BULL_STRUCTURE_SECURED,HOLD_WITH_RISK_CONTROL,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"TSEM: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV distribution; CMF accumulation; EMA200 structure supportive; high volatility risk; price near 52-week high. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=76.9369%, slope=RISING. Extended support: PPO=BULLISH, RSI=61.9822, ADX=25.8216 BULLISH/STRONG, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=6.4315% HIGH, 52W=NEAR_HIGH.",BULL_STRUCTURE_SECURED,BULLISH,OBV=DISTRIBUTION;CMF=ACCUMULATION,BULLISH_STRONG,BULLISH,HIGH,127.9383,226.37,76.9369,17.2707,RISING,1.1846,0.073,1.1115,0.8625,0.6177,0.2448,1.9383,1.742,0.1963,0.9056,0.821,0.0846,BULLISH,61.9822,BULLISH,25.8216,28.6102,17.6659,BULLISH,STRONG,61530362.0,DISTRIBUTION,0.2649,ACCUMULATION,6.4315,HIGH,232.67,37.33,-2.7077,506.4023,NEAR_HIGH,"TSEM: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV distribution; CMF accumulation; EMA200 structure supportive; high volatility risk; price near 52-week high. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=76.9369%, slope=RISING. Extended support: PPO=BULLISH, RSI=61.9822, ADX=25.8216 BULLISH/STRONG, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=6.4315% HIGH, 52W=NEAR_HIGH."
TYGO,BULL_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,PRE_BULL_CROSSOVER,ACCUMULATION_WATCH,BEARISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"TYGO: L1=REGIME_UNSTABLE; L2=PRE_BULL_CROSSOVER (MEDIUM); Capital_Action=ACCUMULATION_WATCH. The 1D MACD structure is still bearish, but recovery is visible through lower timeframe or supporting indicators. Support profile: PPO bearish; OBV distribution; CMF distribution; EMA200 structure supportive; high volatility risk. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=46.5841%, slope=RISING. Extended support: PPO=BEARISH, RSI=47.6336, ADX=20.3272 BULLISH/WEAK, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=10.9728% HIGH, 52W=MID_RANGE.",PRE_BULL_CROSSOVER,BEARISH,OBV=DISTRIBUTION;CMF=DISTRIBUTION,BULLISH_WEAK,NEUTRAL,HIGH,2.9062,4.26,46.5841,14.4329,RISING,-0.0305,-0.0402,0.0097,-0.0805,-0.0629,-0.0176,-0.0254,0.0237,-0.0491,-0.5604,0.5071,-1.0675,BEARISH,47.6336,NEUTRAL,20.3272,15.677,13.9451,BULLISH,WEAK,62492374.0,DISTRIBUTION,-0.065,DISTRIBUTION,10.9728,HIGH,5.327,0.824,-20.03,416.9903,MID_RANGE,"TYGO: L1=REGIME_UNSTABLE; L2=PRE_BULL_CROSSOVER (MEDIUM); Capital_Action=ACCUMULATION_WATCH. The 1D MACD structure is still bearish, but recovery is visible through lower timeframe or supporting indicators. Support profile: PPO bearish; OBV distribution; CMF distribution; EMA200 structure supportive; high volatility risk. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=46.5841%, slope=RISING. Extended support: PPO=BEARISH, RSI=47.6336, ADX=20.3272 BULLISH/WEAK, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=10.9728% HIGH, 52W=MID_RANGE."
UCTT,BULL_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,BULL_STRUCTURE_PULLBACK_RISK,HOLD_WITH_RISK_CONTROL,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"UCTT: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_PULLBACK_RISK (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bullish; RSI constructive; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk; price near 52-week high. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=79.5816%, slope=RISING. Extended support: PPO=BULLISH, RSI=61.8677, ADX=19.2818 BULLISH/WEAK, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=6.7255% HIGH, 52W=NEAR_HIGH.",BULL_STRUCTURE_PULLBACK_RISK,BULLISH,OBV=ACCUMULATION;CMF=ACCUMULATION,BULLISH_WEAK,BULLISH,HIGH,47.7722,85.79,79.5816,17.051,RISING,0.6533,0.717,-0.0638,1.2282,0.9791,0.2491,1.372,1.0539,0.3181,1.702,1.3273,0.3747,BULLISH,61.8677,BULLISH,19.2818,24.7278,17.0853,BULLISH,WEAK,29460478.0,ACCUMULATION,0.1557,ACCUMULATION,6.7255,HIGH,88.2634,18.93,-2.8023,353.196,NEAR_HIGH,"UCTT: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_PULLBACK_RISK (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bullish; RSI constructive; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk; price near 52-week high. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=79.5816%, slope=RISING. Extended support: PPO=BULLISH, RSI=61.8677, ADX=19.2818 BULLISH/WEAK, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=6.7255% HIGH, 52W=NEAR_HIGH."
VIAV,BULL_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,PRE_BULL_CROSSOVER,ACCUMULATION_WATCH,BEARISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"VIAV: L1=REGIME_UNSTABLE; L2=PRE_BULL_CROSSOVER (MEDIUM); Capital_Action=ACCUMULATION_WATCH. The 1D MACD structure is still bearish, but recovery is visible through lower timeframe or supporting indicators. Support profile: PPO bearish; RSI constructive; ADX confirms bullish trend; OBV distribution; CMF distribution; EMA200 structure supportive; high volatility risk. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=105.0545%, slope=RISING. Extended support: PPO=BEARISH, RSI=65.3778, ADX=37.6572 BULLISH/STRONG, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=6.7396% HIGH, 52W=MID_RANGE.",PRE_BULL_CROSSOVER,BEARISH,OBV=DISTRIBUTION;CMF=DISTRIBUTION,BULLISH_STRONG,BULLISH,HIGH,26.037,53.39,105.0545,22.5674,RISING,0.1321,-0.0717,0.2038,0.2734,0.397,-0.1237,1.1956,1.3407,-0.1451,2.3758,2.727,-0.3512,BEARISH,65.3778,BULLISH,37.6572,32.1464,14.6778,BULLISH,STRONG,227746438.0,DISTRIBUTION,-0.0732,DISTRIBUTION,6.7396,HIGH,60.43,8.87,-11.6498,501.9166,MID_RANGE,"VIAV: L1=REGIME_UNSTABLE; L2=PRE_BULL_CROSSOVER (MEDIUM); Capital_Action=ACCUMULATION_WATCH. The 1D MACD structure is still bearish, but recovery is visible through lower timeframe or supporting indicators. Support profile: PPO bearish; RSI constructive; ADX confirms bullish trend; OBV distribution; CMF distribution; EMA200 structure supportive; high volatility risk. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=105.0545%, slope=RISING. Extended support: PPO=BEARISH, RSI=65.3778, ADX=37.6572 BULLISH/STRONG, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=6.7396% HIGH, 52W=MID_RANGE."
VLN,BULL_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,BULL_STRUCTURE_SECURED,HOLD_WITH_RISK_CONTROL,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"VLN: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=58.1687%, slope=RISING. Extended support: PPO=BULLISH, RSI=78.4621, ADX=46.0825 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=7.7011% HIGH, 52W=MID_RANGE.",BULL_STRUCTURE_SECURED,BULLISH,OBV=ACCUMULATION;CMF=ACCUMULATION,BULLISH_STRONG,BULLISH,HIGH,1.7634,2.7891,58.1687,2.2266,RISING,0.051,0.0431,0.0079,0.1034,0.0958,0.0077,0.1641,0.1432,0.0209,7.2322,6.7714,0.4608,BULLISH,78.4621,BULLISH,46.0825,40.8313,7.2142,BULLISH,STRONG,87037880.0,ACCUMULATION,0.3293,ACCUMULATION,7.7011,HIGH,3.34,1.1,-16.494,153.5545,MID_RANGE,"VLN: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=58.1687%, slope=RISING. Extended support: PPO=BULLISH, RSI=78.4621, ADX=46.0825 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=7.7011% HIGH, 52W=MID_RANGE."
VSH,BULL_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,BULL_STRUCTURE_SECURED,HOLD_OR_GROW,BULLISH,HIGH,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"VSH: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_SECURED (HIGH); Capital_Action=HOLD_OR_GROW. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; price near 52-week high. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=84.3764%, slope=RISING. Extended support: PPO=BULLISH, RSI=83.0003, ADX=55.2356 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=3.9804% MEDIUM, 52W=NEAR_HIGH.",BULL_STRUCTURE_SECURED,BULLISH,OBV=ACCUMULATION;CMF=ACCUMULATION,BULLISH_STRONG,BULLISH,MEDIUM,19.0561,35.135,84.3764,12.8733,RISING,0.2758,0.2273,0.0486,0.7701,0.7454,0.0247,1.2683,1.1593,0.109,4.0838,3.8922,0.1916,BULLISH,83.0003,BULLISH,55.2356,48.2247,6.6991,BULLISH,STRONG,79095251.0,ACCUMULATION,0.2279,ACCUMULATION,3.9804,MEDIUM,35.34,11.6194,-0.5801,202.3809,NEAR_HIGH,"VSH: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_SECURED (HIGH); Capital_Action=HOLD_OR_GROW. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; price near 52-week high. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=84.3764%, slope=RISING. Extended support: PPO=BULLISH, RSI=83.0003, ADX=55.2356 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=3.9804% MEDIUM, 52W=NEAR_HIGH."
