symbol,timestamp,latest_price,l1_state,l1_reason,tactical_state,confidence,capital_action,message,indicators_used,data_fetch_timestamp,engine_mode
CTKB,2026-05-15T13:56:12.045887+00:00,3.385,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BEAR_CROSSOVER_CONFIRMED,MEDIUM,PROTECT_CAPITAL,"CTKB: L1=QUICK_CROSSOVER_REVIEW; L2=BEAR_CROSSOVER_CONFIRMED (MEDIUM); Capital_Action=PROTECT_CAPITAL. Bearish crossover pressure is confirmed on the higher timeframes. Support profile: PPO bearish; RSI weak; ADX confirms bearish trend; OBV distribution; CMF distribution; EMA200 structure weak; high volatility risk. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BEAR_ZONE, distance=-25.0203%, slope=FALLING. Extended support: PPO=BEARISH, RSI=26.0428, ADX=25.8102 BEARISH/STRONG, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=7.8048% HIGH, 52W=MID_RANGE, Session=NORMAL 0.8942%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T13:56:11.315065+00:00,QUICK_CROSSOVER
LSAK,2026-05-15T13:56:14.012213+00:00,5.0,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BULL_STRUCTURE_SECURED,HIGH,HOLD_OR_GROW,"LSAK: L1=QUICK_CROSSOVER_REVIEW; L2=BULL_STRUCTURE_SECURED (HIGH); Capital_Action=HOLD_OR_GROW. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; OBV accumulation; CMF accumulation; EMA200 structure supportive; price sharply lower today; opened with a bearish gap. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=7.8275%, slope=RISING. Extended support: PPO=BULLISH, RSI=52.7613, ADX=14.4663 BULLISH/WEAK, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=3.7167% MEDIUM, 52W=MID_RANGE, Session=EXTENDED_DOWN -5.482%, Gap=GAP_DOWN -4.1588%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T13:56:13.289879+00:00,QUICK_CROSSOVER
OBT,2026-05-15T13:56:15.684274+00:00,33.3,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,MEDIUM,WAIT_FOR_1D_CONFIRMATION,"OBT: L1=QUICK_CROSSOVER_REVIEW; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Recovery is visible below the daily timeframe, but the support profile is not strong enough for an accumulation watch. Support profile: PPO bearish; OBV distribution; CMF distribution; EMA200 structure supportive. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=10.4599%, slope=RISING. Extended support: PPO=BEARISH, RSI=43.1758, ADX=13.549 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=3.4707% MEDIUM, 52W=MID_RANGE, Session=NORMAL 0.3919%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T13:56:15.083960+00:00,QUICK_CROSSOVER
CGC,2026-05-15T13:56:17.409349+00:00,1.0676,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BEAR_CROSSOVER_CONFIRMED,MEDIUM,PROTECT_CAPITAL,"CGC: L1=QUICK_CROSSOVER_REVIEW; L2=BEAR_CROSSOVER_CONFIRMED (MEDIUM); Capital_Action=PROTECT_CAPITAL. Bearish crossover pressure is confirmed on the higher timeframes. Support profile: PPO bearish; ADX confirms bullish trend; OBV distribution; CMF distribution; EMA200 structure weak; high volatility risk. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BEAR_ZONE, distance=-19.6421%, slope=FALLING. Extended support: PPO=BEARISH, RSI=45.6344, ADX=27.6114 BULLISH/STRONG, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=6.0244% HIGH, 52W=MID_RANGE, Session=NORMAL -0.2243%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T13:56:16.566424+00:00,QUICK_CROSSOVER
SUPX,2026-05-15T13:56:19.151625+00:00,10.7,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BULL_STRUCTURE_SECURED,MEDIUM,HOLD_WITH_RISK_CONTROL,"SUPX: L1=QUICK_CROSSOVER_REVIEW; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; OBV accumulation; EMA200 structure weak; high volatility risk; opened with a bearish gap. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BEARISH; EMA200 zone=BEAR_ZONE, distance=-40.2283%, slope=FALLING. Extended support: PPO=BULLISH, RSI=64.7124, ADX=18.6104 BULLISH/WEAK, OBV=ACCUMULATION, CMF=NEUTRAL, ATRP=9.9017% HIGH, 52W=MID_RANGE, Session=NORMAL 3.4816%, Gap=GAP_DOWN -3.9652%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T13:56:18.300371+00:00,QUICK_CROSSOVER
LYEL,2026-05-15T13:56:20.764389+00:00,18.38,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BEAR_CROSSOVER_CONFIRMED,MEDIUM,PROTECT_CAPITAL,"LYEL: L1=QUICK_CROSSOVER_REVIEW; L2=BEAR_CROSSOVER_CONFIRMED (MEDIUM); Capital_Action=PROTECT_CAPITAL. Bearish crossover pressure is confirmed on the higher timeframes. Support profile: PPO bearish; RSI weak; ADX confirms bearish trend; OBV distribution; CMF distribution; EMA200 structure weak; high volatility risk. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BEAR_ZONE, distance=-11.8704%, slope=FLAT. Extended support: PPO=BEARISH, RSI=33.4684, ADX=28.4986 BEARISH/STRONG, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=7.7207% HIGH, 52W=MID_RANGE, Session=NORMAL -3.3649%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T13:56:20.071558+00:00,QUICK_CROSSOVER
LDI,2026-05-15T13:56:22.326414+00:00,1.285,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,MEDIUM,WAIT_FOR_1D_CONFIRMATION,"LDI: L1=QUICK_CROSSOVER_REVIEW; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Recovery is visible below the daily timeframe, but the support profile is not strong enough for an accumulation watch. Support profile: PPO bearish; RSI weak; OBV distribution; CMF distribution; EMA200 structure weak; high volatility risk; price near 52-week low; opened with a bearish gap. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-35.4503%, slope=FALLING. Extended support: PPO=BEARISH, RSI=38.3061, ADX=21.0862 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=7.8808% HIGH, 52W=NEAR_LOW, Session=NORMAL -2.6515%, Gap=GAP_DOWN -3.0303%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T13:56:21.683884+00:00,QUICK_CROSSOVER
SCVL,2026-05-15T13:56:25.635781+00:00,15.73,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,MEDIUM,WAIT_FOR_1D_CONFIRMATION,"SCVL: L1=QUICK_CROSSOVER_REVIEW; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Recovery is visible below the daily timeframe, but the support profile is not strong enough for an accumulation watch. Support profile: PPO bearish; RSI weak; OBV distribution; CMF distribution; EMA200 structure weak; price near 52-week low. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-17.6882%, slope=FALLING. Extended support: PPO=BEARISH, RSI=33.394, ADX=17.9538 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=4.8194% MEDIUM, 52W=NEAR_LOW, Session=NORMAL -1.5028%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T13:56:24.915888+00:00,QUICK_CROSSOVER
AIOT,2026-05-15T13:56:28.593679+00:00,3.2,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BEAR_CROSSOVER_CONFIRMED,HIGH,PROTECT_CAPITAL,"AIOT: L1=QUICK_CROSSOVER_REVIEW; L2=BEAR_CROSSOVER_CONFIRMED (HIGH); Capital_Action=PROTECT_CAPITAL. Bearish crossover pressure is confirmed on the higher timeframes. Support profile: PPO bearish; OBV distribution; CMF distribution; EMA200 structure weak. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BEAR_ZONE, distance=-24.2508%, slope=FALLING. Extended support: PPO=BEARISH, RSI=46.089, ADX=13.949 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=4.8023% MEDIUM, 52W=MID_RANGE, Session=NORMAL -1.8405%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T13:56:27.979850+00:00,QUICK_CROSSOVER
GTN,2026-05-15T13:56:33.611242+00:00,4.1899,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,MEDIUM,WAIT_FOR_1D_CONFIRMATION,"GTN: L1=QUICK_CROSSOVER_REVIEW; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Recovery is visible below the daily timeframe, but the support profile is not strong enough for an accumulation watch. Support profile: PPO bearish; RSI weak; ADX confirms bearish trend; OBV distribution; CMF distribution; EMA200 structure weak; high volatility risk. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-12.8034%, slope=RISING. Extended support: PPO=BEARISH, RSI=29.7747, ADX=27.9113 BEARISH/STRONG, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=6.4831% HIGH, 52W=MID_RANGE, Session=NORMAL 0.4772%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T13:56:32.804770+00:00,QUICK_CROSSOVER
OPTU,2026-05-15T13:56:35.198677+00:00,0.8823,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,MEDIUM,WAIT_FOR_1D_CONFIRMATION,"OPTU: L1=QUICK_CROSSOVER_REVIEW; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Recovery is visible below the daily timeframe, but the support profile is not strong enough for an accumulation watch. Support profile: PPO bearish; RSI weak; ADX confirms bearish trend; OBV distribution; CMF distribution; EMA200 structure weak; high volatility risk; price near 52-week low. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-50.0609%, slope=FALLING. Extended support: PPO=BEARISH, RSI=23.1509, ADX=31.8441 BEARISH/STRONG, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=12.089% HIGH, 52W=NEAR_LOW, Session=NORMAL 0.3754%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T13:56:34.570512+00:00,QUICK_CROSSOVER
LXEO,2026-05-15T13:56:36.672248+00:00,5.33,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BEAR_CROSSOVER_CONFIRMED,MEDIUM,PROTECT_CAPITAL,"LXEO: L1=QUICK_CROSSOVER_REVIEW; L2=BEAR_CROSSOVER_CONFIRMED (MEDIUM); Capital_Action=PROTECT_CAPITAL. Bearish crossover pressure is confirmed on the higher timeframes. Support profile: PPO bearish; RSI weak; OBV accumulation; CMF distribution; EMA200 structure weak; high volatility risk. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BEAR_ZONE, distance=-21.3386%, slope=FALLING. Extended support: PPO=BEARISH, RSI=38.5754, ADX=11.8403 BEARISH/WEAK, OBV=ACCUMULATION, CMF=DISTRIBUTION, ATRP=7.2794% HIGH, 52W=MID_RANGE, Session=NORMAL -3.0909%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T13:56:36.028859+00:00,QUICK_CROSSOVER
ADCT,2026-05-15T13:56:38.273221+00:00,3.335,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BEAR_CROSSOVER_CONFIRMED,MEDIUM,PROTECT_CAPITAL,"ADCT: L1=QUICK_CROSSOVER_REVIEW; L2=BEAR_CROSSOVER_CONFIRMED (MEDIUM); Capital_Action=PROTECT_CAPITAL. Bearish crossover pressure is confirmed on the higher timeframes. Support profile: PPO bearish; RSI weak; OBV distribution; CMF distribution; EMA200 structure weak; high volatility risk. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BEAR_ZONE, distance=-9.1608%, slope=RISING. Extended support: PPO=BEARISH, RSI=32.5326, ADX=17.9212 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=6.5068% HIGH, 52W=MID_RANGE, Session=NORMAL -0.744%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T13:56:37.573166+00:00,QUICK_CROSSOVER
PRTC,2026-05-15T13:56:40.370528+00:00,17.96,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BULL_STRUCTURE_SECURED,HIGH,HOLD_OR_GROW,"PRTC: L1=QUICK_CROSSOVER_REVIEW; L2=BULL_STRUCTURE_SECURED (HIGH); Capital_Action=HOLD_OR_GROW. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; OBV accumulation; CMF distribution; EMA200 structure supportive. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=2.8195%, slope=FLAT. Extended support: PPO=BULLISH, RSI=57.3704, ADX=17.3125 BULLISH/WEAK, OBV=ACCUMULATION, CMF=DISTRIBUTION, ATRP=4.1065% MEDIUM, 52W=MID_RANGE, Session=NORMAL 0.0%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T13:56:39.756044+00:00,QUICK_CROSSOVER
CMCO,2026-05-15T13:56:42.019532+00:00,14.715,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BEAR_CROSSOVER_CONFIRMED,HIGH,PROTECT_CAPITAL,"CMCO: L1=QUICK_CROSSOVER_REVIEW; L2=BEAR_CROSSOVER_CONFIRMED (HIGH); Capital_Action=PROTECT_CAPITAL. Bearish crossover pressure is confirmed on the higher timeframes. Support profile: PPO bearish; OBV distribution; CMF distribution; EMA200 structure weak. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BEAR_ZONE, distance=-14.5501%, slope=FALLING. Extended support: PPO=BEARISH, RSI=42.4708, ADX=13.1397 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=4.3171% MEDIUM, 52W=MID_RANGE, Session=NORMAL -1.9654%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T13:56:41.304196+00:00,QUICK_CROSSOVER
GRVY,2026-05-15T13:56:45.076937+00:00,63.2,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,STATUS_QUO_NO_CROSSOVER,MEDIUM,STATUS_QUO,"GRVY: L1=QUICK_CROSSOVER_REVIEW; L2=STATUS_QUO_NO_CROSSOVER (MEDIUM); Capital_Action=STATUS_QUO. Mixed timeframe signals are present. Support profile: PPO bullish; OBV distribution; EMA200 structure supportive. MACD states: 1D=BULLISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=1.5156%, slope=FLAT. Extended support: PPO=BULLISH, RSI=52.2534, ADX=17.5124 BULLISH/WEAK, OBV=DISTRIBUTION, CMF=NEUTRAL, ATRP=3.3438% MEDIUM, 52W=MID_RANGE, Session=NORMAL 0.5569%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T13:56:44.403156+00:00,QUICK_CROSSOVER
EOLS,2026-05-15T13:56:46.703869+00:00,6.56,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BEAR_CROSSOVER_CONFIRMED,MEDIUM,PROTECT_CAPITAL,"EOLS: L1=QUICK_CROSSOVER_REVIEW; L2=BEAR_CROSSOVER_CONFIRMED (MEDIUM); Capital_Action=PROTECT_CAPITAL. Bearish crossover pressure is confirmed on the higher timeframes. Support profile: PPO bearish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure weak. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=3.1961%, slope=FALLING. Extended support: PPO=BEARISH, RSI=73.0548, ADX=52.3838 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=4.8102% MEDIUM, 52W=MID_RANGE, Session=NORMAL -0.304%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T13:56:46.017297+00:00,QUICK_CROSSOVER
ALIT,2026-05-15T13:56:48.697191+00:00,0.8408,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,MEDIUM,WAIT_FOR_1D_CONFIRMATION,"ALIT: L1=QUICK_CROSSOVER_REVIEW; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Recovery is visible below the daily timeframe, but the support profile is not strong enough for an accumulation watch. Support profile: PPO bearish; ADX confirms bullish trend; OBV distribution; CMF accumulation; EMA200 structure weak; high volatility risk; price already extended upward today. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-59.6803%, slope=FALLING. Extended support: PPO=BEARISH, RSI=55.5976, ADX=32.3161 BULLISH/STRONG, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=10.6046% HIGH, 52W=MID_RANGE, Session=EXTENDED_UP 5.1%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T13:56:47.854623+00:00,QUICK_CROSSOVER
TATT,2026-05-15T13:56:50.217750+00:00,32.575,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BEAR_CROSSOVER_CONFIRMED,MEDIUM,PROTECT_CAPITAL,"TATT: L1=QUICK_CROSSOVER_REVIEW; L2=BEAR_CROSSOVER_CONFIRMED (MEDIUM); Capital_Action=PROTECT_CAPITAL. Bearish crossover pressure is confirmed on the higher timeframes. Support profile: PPO bearish; RSI weak; ADX confirms bearish trend; OBV distribution; CMF distribution; EMA200 structure weak; high volatility risk. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BEAR_ZONE, distance=-21.3174%, slope=FALLING. Extended support: PPO=BEARISH, RSI=32.5993, ADX=35.0123 BEARISH/STRONG, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=6.2118% HIGH, 52W=MID_RANGE, Session=NORMAL -2.1478%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T13:56:49.585955+00:00,QUICK_CROSSOVER
LZM,2026-05-15T13:56:51.908623+00:00,5.05,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BEAR_CROSSOVER_CONFIRMED,MEDIUM,PROTECT_CAPITAL,"LZM: L1=QUICK_CROSSOVER_REVIEW; L2=BEAR_CROSSOVER_CONFIRMED (MEDIUM); Capital_Action=PROTECT_CAPITAL. Bearish crossover pressure is confirmed on the higher timeframes. Support profile: PPO bearish; ADX confirms bullish trend; OBV distribution; CMF distribution; EMA200 structure supportive; high volatility risk. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=7.8365%, slope=RISING. Extended support: PPO=BEARISH, RSI=49.5609, ADX=30.5314 BULLISH/STRONG, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=8.6749% HIGH, 52W=MID_RANGE, Session=NORMAL -0.1976%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T13:56:51.270401+00:00,QUICK_CROSSOVER
IPSC,2026-05-15T13:56:53.866887+00:00,2.3,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BULL_STRUCTURE_PULLBACK_RISK,MEDIUM,HOLD_WITH_RISK_CONTROL,"IPSC: L1=QUICK_CROSSOVER_REVIEW; L2=BULL_STRUCTURE_PULLBACK_RISK (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bullish; OBV accumulation; EMA200 structure supportive; high volatility risk; opened with a bearish gap. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=41.7208%, slope=RISING. Extended support: PPO=BULLISH, RSI=50.0377, ADX=10.3676 BULLISH/WEAK, OBV=ACCUMULATION, CMF=NEUTRAL, ATRP=6.3298% HIGH, 52W=MID_RANGE, Session=NORMAL -3.3614%, Gap=GAP_DOWN -5.8824%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T13:56:53.108240+00:00,QUICK_CROSSOVER
SGU,2026-05-15T13:56:55.590748+00:00,12.8941,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,MEDIUM,WAIT_FOR_1D_CONFIRMATION,"SGU: L1=QUICK_CROSSOVER_REVIEW; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Bearish pressure is confirmed on 1D and 4H, while 1H is bullish. Support profile: PPO bearish; OBV distribution; EMA200 structure supportive; price near 52-week high. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=7.177%, slope=RISING. Extended support: PPO=BEARISH, RSI=54.8567, ADX=15.1145 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=NEUTRAL, ATRP=2.4097% LOW, 52W=NEAR_HIGH, Session=NORMAL -0.8909%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T13:56:54.853977+00:00,QUICK_CROSSOVER
PDLB,2026-05-15T13:56:57.626541+00:00,17.49,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BEAR_CROSSOVER_CONFIRMED,HIGH,PROTECT_CAPITAL,"PDLB: L1=QUICK_CROSSOVER_REVIEW; L2=BEAR_CROSSOVER_CONFIRMED (HIGH); Capital_Action=PROTECT_CAPITAL. Bearish crossover pressure is confirmed on the higher timeframes. Support profile: PPO bearish; OBV distribution; CMF distribution; EMA200 structure supportive; price near 52-week high. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=9.501%, slope=RISING. Extended support: PPO=BEARISH, RSI=49.4575, ADX=15.9924 BULLISH/WEAK, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=1.8885% LOW, 52W=NEAR_HIGH, Session=NORMAL -0.9065%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T13:56:56.558175+00:00,QUICK_CROSSOVER
NKLR,2026-05-15T13:56:59.304421+00:00,5.96,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,INSUFFICIENT_HISTORY_FOR_BASELINE,LOW,REVIEW_MANUALLY,"NKLR: L1=QUICK_CROSSOVER_REVIEW; L2=INSUFFICIENT_HISTORY_FOR_BASELINE (LOW); Capital_Action=REVIEW_MANUALLY. EMA200 requires at least 200 daily closes; 154 available. L2 tactical classification is withheld because the EMA200 baseline is not valid. Support profile: PPO bearish; OBV accumulation; CMF accumulation; EMA200 requires at least 200 daily closes; 154 available; high volatility risk; price sharply lower today; opened with a bearish gap. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BULLISH; EMA200 unavailable: EMA200 requires at least 200 daily closes; 154 available. Extended support: PPO=BEARISH, RSI=50.2789, ADX=18.0872 BULLISH/WEAK, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=9.6406% HIGH, 52W=MID_RANGE, Session=EXTENDED_DOWN -5.9937%, Gap=GAP_DOWN -3.7855%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,2026-05-15T13:56:58.471901+00:00,QUICK_CROSSOVER
